,school_name,specialization,normalized_school,predicted_school,normalized_major,predicted_major
6357,Đại học ngân hàng thành phố Hồ Chí Minh,Kinh tế quốc tế,đại học ngân hàng tp hcm,"(1.0, 'đại học ngân hàng tp hcm')",kinh tế quốc tế,"(1.0, 'kinh tế quốc tế')"
6358,Văn Lang,kế toán,văn lang,"(0.5, 'đại học văn lang')",kế toán,"(1.0, 'kế toán')"
6359,TRUNG TÂM GIÁO DỤC THƯỜNG XUYÊN QUẬN 1,Trung Học Phổ Thông,trung tâm giáo dục thường xuyên quận 1,"(0.2413793103448276, 'trung tâm')",trung học phổ thông,"(0.5, 'phổ thông')"
6360,đại học Tài chính - Marketing,Quản trị kinh doanh tổng hợp,đại học tài chính - marketing,"(1.0, 'đại học tài chính marketing')",quản trị kinh doanh tổng hợp,"(0.6666666666666666, 'quản trị kinh doanh')"
6361,PT VCVB,Đại học y,pt vcvb,"(0.08333333333333333, 'đại học fpt')",đại học y,"(0.3, 'xã hội học')"
6362,la trobe,tài chính ngân hàng,la trobe,"(0.5, 'đại học la trobe')",tài chính ngân hàng,"(1.0, 'tài chính ngân hàng')"
6363,Du lịch Sài Gòn,quản trị lũ hành,du lịch sài gòn,"(0.5238095238095238, 'cao đẳng nghề du lịch sài gòn')",quản trị lũ hành,"(0.4666666666666667, 'quản trị luật')"
6364,đh bà rịa vũng tàu,xây dựng dân dụng và công nghiệp,đại học bà rịa vũng tàu,"(1.0, 'đại học bà rịa vũng tàu')",xây dựng dân dụng và công nghiệp,"(1.0, 'xây dựng dân dụng và công nghiệp')"
6365,đại học đông á đà nẵng,xây dựng dân dụng và công nghiệp,đại học đông á đà nẵng,"(0.7333333333333333, 'đại học đà nẵng')",xây dựng dân dụng và công nghiệp,"(1.0, 'xây dựng dân dụng và công nghiệp')"
6366,Đại học Cần Thơ,thông tin học,đại học cần thơ,"(1.0, 'đại học cần thơ')",thông tin học,"(0.5, 'hệ thống thông tin')"
6367,Kinh doanh cong nghe Ha Noi,Ke toan,kinh doanh cong nghe ha noi,"(0.2857142857142857, 'đại học kinh doanh và công nghệ hà nội')",ke toan,"(0.18181818181818182, 'marketing')"
6368,Cao đẳng kinh tế đối ngoại,Tiếng Anh thương mại,cao đẳng kinh tế đối ngoại,"(1.0, 'cao đẳng kinh tế đối ngoại')",tiếng anh thương mại,"(1.0, 'tiếng anh thương mại')"
6369,đại học sư phạm kĩ thuật hưng yên,công nghệ hóa học,đại học sư phạm kĩ thuật hưng yên,"(0.8461538461538461, 'đại học sư phạm kỹ thuật hưng yên')",công nghệ hóa học,"(0.5789473684210527, 'công nghệ kỹ thuật hóa học')"
6370,saigonact,tài chính ngân hàng,saigonact,"(0.2777777777777778, 'đại học sài gòn')",tài chính ngân hàng,"(1.0, 'tài chính ngân hàng')"
6371,Cao đẳng Công nghệ Thủ Đức,Quản Trị Kinh Doanh,cao đẳng công nghệ thủ đức,"(1.0, 'cao đẳng công nghệ thủ đức')",quản trị kinh doanh,"(1.0, 'quản trị kinh doanh')"
6372,Tôn Đức Thắng,Du Lịch,tôn đức thắng,"(0.6666666666666666, 'đại học tôn đức thắng')",du lịch,"(1.0, 'du lịch')"
6373,Đại học Nông Lâm TP.HCM,Kế toán,đại học nông lâm tp.hcm,"(1.0, 'đại học nông lâm tp hcm')",kế toán,"(1.0, 'kế toán')"
6374,Viện Đại học Mở Hà Nội,Luật kinh tế,viện đại học mở hà nội,"(1.0, 'viện đại học mở hà nội')",luật kinh tế,"(1.0, 'luật kinh tế')"
6375,HO CHI MINH OPEN UNIVERSITY,Business Administration,hcm open university,"(0.8333333333333334, 'đại học mở tp hcm')",business administration,"(1.0, 'quản trị kinh doanh')"
6376,đại học bách khoa,kĩ thuật môi trường,đại học bách khoa,"(0.7222222222222222, 'đại học bách khoa tp hcm')",kĩ thuật môi trường,"(0.7647058823529411, 'kỹ thuật môi trường')"
6377,International University,Biomedical Engineering,international university,"(0.8695652173913043, 'đại học quốc tế đại học quốc gia hcm')",biomedical engineering,"(1.0, 'kỹ thuật y sinh')"
6378,Đại học Ngoại ngữ Tin học Tphcm,Ngoại ngữ,đại học ngoại ngữ tin học tphcm,"(1.0, 'đại học ngoại ngữ tin học tp hcm')",ngoại ngữ,"(0.38461538461538464, 'kinh tế đối ngoại')"
6379,cao đăng sư phạm Hà Tây,sư phạm tiếng anh,cao đăng sư phạm hà tây,"(0.7894736842105263, 'cao đẳng sư phạm hà tây')",sư phạm tiếng anh,"(1.0, 'sư phạm tiếng anh')"
6380,THPT GIA ĐỊNH,tốt nghiệp,thpt gia định,"(1.0, 'trung học phổ thông')",tốt nghiệp,"(0.45454545454545453, 'nông nghiệp')"
6381,trung tâm phát triển phần mềm SDC - ĐH Đà Nẵng,Công nghệ thông tin,trung tâm phát triển phần mềm sdc - đại học đà nẵng,"(0.3235294117647059, 'đại học đà nẵng')",công nghệ thông tin,"(1.0, 'công nghệ thông tin')"
6382,kiến trúc,cảnh quan đô thị,kiến trúc,"(0.3888888888888889, 'đại học kiến trúc tp hcm')",cảnh quan đô thị,"(0.35, 'kiến trúc cảnh quan')"
6383,đại học tài nguyên và môi trường hà nội ,trắc địa,đại học tài nguyên và môi  hà nội,"(1.0, 'đại học tài nguyên và môi hà nội')",trắc địa,"(0.5, 'tin học trắc địa')"
6384,Hutech,Thiết kế thời trang,hutech,"(1.0, 'đại học công nghệ tp hcm')",thiết kế thời trang,"(1.0, 'thiết kế thời trang')"
6385,Cao Đẳng Dược Phú Thọ,Dược sĩ,cao đẳng dược phú thọ,"(0.32, 'cao đẳng y dược phú thọ')",dươ c si,"(0.2222222222222222, 'vật lý học')"
6386,đại học công nghiệp tp. hồ chí minh,công nghệ thực phẩm,đại học công nghiệp tp. hcm,"(1.0, 'đại học công nghiệp tp hcm')",công nghệ thực phẩm,"(1.0, 'công nghệ thực phẩm')"
6387,Đại Học Nguyễn Tất Thành,Dược sĩ,đại học nguyễn tất thành,"(0.3103448275862069, 'đại học nguyễn tất thành')",dươ c si,"(0.2222222222222222, 'vật lý học')"
6388,đại học công nghiệp tphcm,công nghệ thực phẩm,đại học công nghiệp tp hcm,"(1.0, 'đại học công nghiệp tp hcm')",công nghệ thực phẩm,"(1.0, 'công nghệ thực phẩm')"
6389,Đại học Sư phạm TPHCM,Sư phạm Địa lí học,đại học sư phạm tphcm,"(0.42857142857142855, 'đại học sư phạm tp hcm')",sư pha m đi a li ho c,"(0.2777777777777778, 'sư phạm địa lý')"
6390,Đại học Tôn Đức Thắng,Tiếng Trung,đại học tôn đức thắng,"(1.0, 'đại học tôn đức thắng')",tiếng trung,"(0.5, 'trung tâm')"
6391,Đại học Kinh tế quốc dân,kinh tế nông nghiệp,đại học kinh tế quốc dân,"(1.0, 'đại học kinh tế quốc dân')",kinh tế nông nghiệp,"(1.0, 'kinh tế nông nghiệp')"
6392,Trường ĐHSP Hà Nội 2,Sư Phạm Toán Học,đại học sư phạm hà nội 2,"(1.0, 'đại học sư phạm hà nội 2')",sư phạm toán học,"(1.0, 'sư phạm toán học')"
6393,THCS Võ Trương Toan,Phục Vụ,thcs võ trương toan,"(1.0, 'trung học cơ sở')",phục vụ,"(0.2, 'phục hồi chức năng')"
6394,Đại học Công Đoàn,Luật,đại học công đòan,"(0.625, 'đại học công đoàn')",luật,"(1.0, 'luật')"
6395,Trung tâm day nghề nhà bè,lái xe,trung tâm day nghề nhà bè,"(0.3888888888888889, 'trung tâm')",lái xe,"(1.0, 'lái xe')"
6396,trung cấp y tế vĩnh phúcba,y sỹ đa khoa,trung cấp y tế vĩnh phúcba,"(0.35, 'trung cấp')",y sỹ đa khoa,"(0.5555555555555556, 'y đa khoa')"
6397,Trường Đại học Công Nghệ TPHCM,Tài chính Thuế,đại học công nghệ tphcm,"(1.0, 'đại học công nghệ tp hcm')",tài chính thuế,"(0.5, 'tài chính tín dụng')"
6398,huflit,quản trị dịch vụ du lịch và lữ hành,huflit,"(1.0, 'đại học ngoại ngữ tin học tp hcm')",quản trị dịch vụ du lịch và lữ hành,"(1.0, 'quản trị dịch vụ du lịch và lữ hành')"
6399,cao đẳng y tế HN,hộ sinh,cao đẳng y tế hn,"(0.5333333333333333, 'cao đẳng y tế huế')",hộ sinh,"(1.0, 'hộ sinh')"
6400,Cao đẳng CN & QT Sonadezi,Thiết kế,cao đẳng cn & qt sonadezi,"(0.42424242424242425, 'cao đẳng công nghệ và quản trị sonadezi')",thiết kế,"(0.5454545454545454, 'thiết kế đồ họa')"
6401,trường đào tạo cơ khí yên thành,cơ khí,trường đào tạo cơ khí yên thành,"(0.20512820512820512, 'cao đẳng phát thanh truyền hình i')",cơ khi,"(0.375, 'cơ khí ô tô')"
6402,Ho Chi Minh Open University,Finance - Banking,hcm open university,"(0.8333333333333334, 'đại học mở tp hcm')",finance banking,"(1.0, 'tài chính ngân hàng')"
6403,đại học Văn Hiến ,ngôn ngữ anh ,đại học văn hiến,"(1.0, 'đại học văn hiến')",ngôn ngữ anh,"(1.0, 'ngôn ngữ anh')"
6404,ARENA MULTIMEDIA,Thiết kế 2D và 3D,arena multimedia,"(0.1935483870967742, 'đại học hàng hải việt nam')",thiết kế 2d và 3d,"(0.35294117647058826, 'thiết kế đồ họa')"
6405,Hue college of economics,Accounting,hue college of economics,"(0.42424242424242425, 'cao đẳng kinh tế đối ngoại')",accounting,"(1.0, 'kế toán')"
6406,THCS LONG HÒA,Chưa có chuyên ngành,thcs long hòa,"(1.0, 'trung học cơ sở')",chưa có,"(0.25, 'pha chế')"
6407,cdkt cao thắng,điện điện tử,cdkt cao thắng,"(0.4, 'cao đẳng kỹ thuật cao thắng')",công nghệ kỹ thuật điện điện tử,"(1.0, 'công nghệ kỹ thuật điện điện tử')"
6408,đhbk hà nội,lọc hóa dầu,đh bách khoa  hà nội,"(0.6, 'đại học bách khoa hà nội')",lọc hóa dầu,"(0.3, 'hóa học')"
6409,Đại học Công Nghiệp HCM,Tài chính Ngân hàng,đại học công nghiệp hcm,"(0.8947368421052632, 'đại học công nghiệp tp hcm')",tài chính ngân hàng,"(1.0, 'tài chính ngân hàng')"
6410,Học Viện Hàng Không VN,Quản trị KD/ Cảng HK,học viện hàng không việt nam,"(1.0, 'học viện hàng không việt nam')",quản trị kd cảng hk,"(0.45, 'quản trị khởi nghiệp')"
6411,Cao đẳng nghề Du lịch Sài Gòn,Hướng dẫn viên,cao đẳng nghề du lịch sài gòn,"(1.0, 'cao đẳng nghề du lịch sài gòn')",hướng dẫn viên,"(0.23529411764705882, 'diễn viên múa')"
6412,Trường cao đẳng Kinh Tế Đối Ngoại Tp.HCM,Kế toán,trường cao đẳng kinh tế đối ngoại tp.hcm,"(0.40625, 'cao đẳng kinh tế tphcm')",kê toa n,"(0.16666666666666666, 'kinh doanh xuất nhập khẩu')"
6413,đại học trà vinh,kế toán,đại học trà vinh,"(1.0, 'đại học trà vinh')",kế toán,"(1.0, 'kế toán')"
6414,đại học sư phạm,sư phạm lý,đại học sư phạm,"(0.7333333333333333, 'đại học sư phạm tp hcm')",sư phạm lý,"(0.5454545454545454, 'sư phạm vật lý')"
6415,Học Viện Hành chính Quốc Gia,Tổ chức và quản lý nhân sự,học viện hành chính quốc gia,"(1.0, 'học viện hành chính quốc gia')",tổ chức và quản lý nhân sự,"(0.5909090909090909, 'tổ chức và quản lý y tế')"
6416,cd điện lực tphcm,điện công nghiệp,cd điện lực tp hcm,"(0.55, 'cao đẳng điện lực tphcm')",điện công nghiệp,"(1.0, 'điện công nghiệp')"
6417,THPT Marie Curie,.coa bán,thpt marie curie,"(1.0, 'trung học phổ thông')",coa bán,"(0.14285714285714285, 'tình báo an ninh')"
6418,Đại học Hoa Sen,Quản trị công nghệ truyền thông,đại học hoa sen,"(1.0, 'đại học hoa sen')",quản trị công nghệ truyền thông,"(1.0, 'quản trị công nghệ truyền thông')"
6419,khôi việt tourism and hospitality,du lịch _ nhà hàng khách sạn,khôi việt tourism and hospitality,"(0.18421052631578946, 'đại học tasmania')",du lịch nhà hàng khách sạn,"(0.34782608695652173, 'du lịch sinh thái')"
6420,Đại học Công nghệ Sài Gòn STU,IT,đại học công nghệ sài gòn stu,"(0.8571428571428571, 'đại học công nghệ sài gòn')",công nghệ thông tin,"(1.0, 'công nghệ thông tin')"
6421,FMIT,Software Testing,fmit,"(0.2, 'đại học rmit')",software testing,"(0.45, 'công nghệ phần mềm')"
6422,Trường Cao đẳng nghề Sóc Trăng,Điện Công Nghiep,cao đẳng nghề sóc trăng,"(1.0, 'cao đẳng nghề sóc trăng')",điện công nghiep,"(0.7692307692307693, 'điện công nghiệp')"
6423,Đại học khoa học xã hội và nhân văn,Du Lịch Học,đại học khoa học xã hội và nhân văn,"(0.9230769230769231, 'đại học khoa học xã hội và nhân văn hà nội')",du lịch học,"(0.625, 'du lịch')"
6424,UEH,Quản trị lữ hành,ueh,"(1.0, 'đại học kinh tế tp hcm')",quản trị lữ hành,"(0.4666666666666667, 'quản trị luật')"
6425,ĐH Công nghiệp,công nghệ thực phẩm,đại học công nghiệp,"(0.7777777777777778, 'đại học công nghiệp vinh')",công nghệ thực phẩm,"(1.0, 'công nghệ thực phẩm')"
6426,Hoa Sen,Công nghệ thông tin,hoa sen,"(0.45454545454545453, 'đại học hoa sen')",công nghệ thông tin,"(1.0, 'công nghệ thông tin')"
6427,Đại học Ngân Hàng,Marketing,đại học ngân hàng,"(0.7058823529411765, 'đại học ngân hàng tp hcm')",marketing,"(1.0, 'marketing')"
6428,Đại học Ngoại ngữ - Tin học TPHCM,Tiếng Anh Thương Mại,đại học ngoại ngữ - tin học tphcm,"(1.0, 'đại học ngoại ngữ tin học tp hcm')",tiếng anh thương mại,"(1.0, 'tiếng anh thương mại')"
6429,Đại Học An Giang,Quản Trị Kinh Doanh,đại học an giang,"(1.0, 'đại học an giang đại học quốc gia hcm')",quản trị kinh doanh,"(1.0, 'quản trị kinh doanh')"
6430,Học viện Hậu cần,Kế toán tài chính,học viện hậu cần,"(1.0, 'học viện hậu cần')",kế toán tài chính,"(1.0, 'kế toán tài chính')"
6431,Đại học kinh tế quốc dân,Quản lý kinh tế,đại học kinh tế quốc dân,"(1.0, 'đại học kinh tế quốc dân')",quản lý kinh tế,"(1.0, 'quản lý kinh tế')"
6432,University of Economics and Law,Business Administration,university of economics and law,"(0.9629629629629629, 'đại học kinh tế luật tp hcm')",business administration,"(1.0, 'quản trị kinh doanh')"
6433,khoa học xã hội và nhân văn,triết học,khoa học xã hội và nhân văn,"(0.7692307692307693, 'đại học khoa học xã hội và nhân văn hà nội')",triết học,"(1.0, 'triết học')"
6434,trung cấp tây Nam á,2012,trung cấp tây nam á,"(0.5, 'trung cấp')",2012,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
6435,Trường Đại học Văn Hiến,Quản trị nhà hàng khách sạn,trường đại học văn hiến,"(0.25, 'đại học văn hiến')",qua n tri nha ha ng kha ch sa n,"(0.2727272727272727, 'trinh sát an ninh')"
6436,National Economics University,Accounting,national economics university,"(1.0, 'đại học kinh tế quốc dân')",accounting,"(1.0, 'kế toán')"
6437,cao đẳng kinh tế tài chính thái nguyên,kế toán,cao đẳng kinh tế tài chính thái nguyên,"(1.0, 'cao đẳng kinh tế tài chính thái nguyên')",kế toán,"(1.0, 'kế toán')"
6438,ĐH Lao Động Xã Hội,Quản trị nhân lực,đại học lao động xã hội,"(1.0, 'đại học lao động xã hội')",quản trị nhân lực,"(1.0, 'quản trị nhân lực')"
6439,Đại học Mở Thành Phố Hồ Chí Minh,Kinh Tế,đại học mở tp hcm,"(1.0, 'đại học mở tp hcm')",kinh tế,"(1.0, 'kinh tế')"
6440,Trung Cấp Ánh Sáng,Dược sĩ trung học,trung cấp ánh sáng,"(0.5833333333333334, 'trung cấp')",dược sĩ trung học,"(0.35714285714285715, 'dược học')"
6441,Trung tâm GEC - Trường Đại học Kinh tế TP. Hồ Chí Minh,Quản trị nhân sự,trung tâm gec -  đại học kinh tế tp. hcm,"(0.5925925925925926, 'đại học kinh tế tp hcm')",quản trị nhân sự,"(0.6666666666666666, 'quản trị nhân lực')"
6442,Đại học Kiến Trúc TP.HCM,Quy hoạch vùng và đô thị ( chương trình đổi mới ),đại học kiến trúc tp.hcm,"(1.0, 'đại học kiến trúc tp hcm')",quy hoạch vùng và đô thị chương trình đổi mới,"(0.5454545454545454, 'quy hoạch vùng và đô thị')"
6443,Học viện Tài Chính,kế toán,học viện tài chính,"(1.0, 'học viện tài chính')",kế toán,"(1.0, 'kế toán')"
6444,đại học Công Nghiệp,Ngôn ngữ Anh,đại học công nghiệp,"(0.7777777777777778, 'đại học công nghiệp vinh')",ngôn ngữ anh,"(1.0, 'ngôn ngữ anh')"
6445,phu thanh,trung hoc co so,phu thanh,"(0.2857142857142857, 'đại học phan châu trinh')",trung hoc co so,"(0.2857142857142857, 'trung tâm')"
