,school,school_norm,school_standard,specialization,specialization_norm,specialization_standard
1919,Đại học kinh doanh và công nghệ Hà Nội,dai hoc kinh doanh cong nghe ha noi,dai hoc kinh doanh cong nghe ha noi,Tiếng anh kinh doanh,tieng anh kinh doanh,tieng anh kinh doanh
1920,Đại học Ngoại Thương Hà Nội,dai hoc ngoai thuong ha noi,dai hoc ngoai thuong,Tài chính quốc tế,tai chinh quoc te,tai chinh quoc te
1921,Đại học Văn Lang,dai hoc van lang,dai hoc van lang,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
1922,Đại Học Ngoại Ngữ Tin Học (HUFLIT),dai hoc ngoai ngu tin hoc,dai hoc ngoai ngu tin hoc hcm,Công Nghệ Thông Tin,cong nghe thong tin,cong nghe thong tin
1923,Trường Đại học Thương Mại,dai hoc thuong mai,dai hoc thuong mai,Marketing,marketing,marketing
1924,ĐẠI HỌC TÀI CHÍNH - MARKETING,dai hoc tai chinh marketing,dai hoc tai chinh marketing,MARKETING TỔNG HỢP,marketing tong hop,marketing
1925,Học Viện Ngân Hàng,hoc vien ngan hang,hoc vien ngan hang,Kế toán doanh nghiệp,ke toan doanh nghiep,ke toan doanh nghiep
1926,đại học sư phạm thành phố Hồ Chí Minh,dai hoc su pham hcm,dai hoc su pham hcm,giaoa dục mầm non,giaoa duc mam non,giao duc mam non
1927,ĐH Khoa Học Tự Nhiên,dai hoc khoa hoc tu nhien,dai hoc khoa hoc tu nhien dai hoc quoc gia hcm,Công Nghệ Thông Tin,cong nghe thong tin,cong nghe thong tin
1928,Đại học Mỏ Địa chất Hà Nội,dai hoc mo dia chat ha noi,dai hoc mo dia chat,Khoan - Khai thác,khoan khai thac,khoan khai thac
1929,trương tc kinh tế kĩ thuật dak lak,tc kinh te ki thuat dak lak,CannotFound,kế toan doanh nghiệp ,ke toan doanh nghiep,ke toan doanh nghiep
1930,Đại học Thương Mại,dai hoc thuong mai,dai hoc thuong mai,Quản trị nhân lực,quan tri nhan luc,quan tri nhan luc
1931,thpt phạm công bình,trung hoc pho thong pham cong binh,trung hoc pho thong pham cong binh,không,khong,khong
1932,Đại Học Luật Huế,dai hoc luat hue,dai hoc luat hue,luật,luat,luat
1933,Hanoi University of Science and Technology,hanoi university of science and technology,dai hoc khoa hoc cong nghe ha noi,Biomedical Engineering,biomedical engineering,ky thuat y sinh
1934,trường cao đẳng công thương TPHCM,cao dang cong thuong hcm,cao dang cong thuong hcm,công nghệ thực phẩm,cong nghe thuc pham,cong nghe thuc pham
1935,trường đại học quốc tế -đại học quốc gia,dai hoc quoc te dai hoc quoc gia,dai hoc quoc te dai hoc quoc gia hcm,kinh doanh quốc tế,kinh doanh quoc te,kinh doanh quoc te
1936,Đại Học Quốc Tế-Đại Học Quốc Gia Tp Hồ Chí Minh,dai hoc quoc te dai hoc quoc gia hcm,dai hoc quoc te dai hoc quoc gia hcm,kinh doanh quốc tế,kinh doanh quoc te,kinh doanh quoc te
1937,Truong trung cap Phuong Nam,trung cap phuong nam,CannotFound,duoc si ,duoc si,duoc si
1938,Posts and Telecommunications Institute of Technology,posts and telecommunications institute of technology,hoc vien cong nghe buu chinh vien thong,Communication Engineer,communication engineer,communication engineer
1939,đại học csnd hồ chí minh,dai hoc canh sat nhan dan hcm,dai hoc canh sat nhan dan,lái xe,lai xe,lai xe
1940,Đại học Tài chính Marketing,dai hoc tai chinh marketing,dai hoc tai chinh marketing,Marketing,marketing,marketing
1941,Đại học Sư phạm kỹ thuật TPHCM,dai hoc su pham ky thuat hcm,dai hoc su pham ky thuat hcm,Công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
1942,Dhdl Van Lang,dai hoc dl van lang,dai hoc van lang,hotel management,hotel management,quan tri khach san
1943,học viện công nghệ bưu chính viễn thông TP.HCM,hoc vien cong nghe buu chinh vien thong hcm,hoc vien cong nghe buu chinh vien thong,công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
1944,Đại học sư phạm kỹ thuật TpHCM,dai hoc su pham ky thuat hcm,dai hoc su pham ky thuat hcm,Cơ tin kỹ thuật,co tin ky thuat,co ky thuat
1945,Trường PTTH Bán Công Chuyên Ngoại Ngữ,pho thong trung hoc ban cong chuyen ngoai ngu,pho thong trung hoc ban cong chuyen ngoai ngu,Tiếng Anh,tieng anh,su pham tieng anh
1946,"nhà hang hai lua , cty anh duong Việt Nam! ",nha hang hai lua cty anh duong viet nam!,CannotFound,"nau an , lái xe",nau an lai xe,nau an lai xe
1947,cao đẳng xây dụng,cao dang xay dung,cao dang xay dung hcm,xây dựn dân dụng và coonv nghiệp,xay dun dan dung coonv nghiep,xay dun dan dung coonv nghiep
1948,Đại học Nội vụ Hà Nội,dai hoc noi vu ha noi,dai hoc ha noi,Quản trị Nhân lực ,quan tri nhan luc,quan tri nhan luc
1949,Đại học Khoa học Xã hội và Nhân văn,dai hoc khoa hoc xa hoi nhan van,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,Thông tin học,thong tin hoc,thong tin hoc
1950,Đại học Luật Tp. Hồ Chí Minh,dai hoc luat hcm,dai hoc luat hcm,Luật Thương Mại,luat thuong mai,luat thuong mai
1951,Đại học Sư phạm TP HCM,dai hoc su pham hcm,dai hoc su pham hcm,Ngôn ngữ Anh - thương mại,ngon ngu anh thuong mai,ngon ngu anh
1952,Học viện ngân hàng,hoc vien ngan hang,hoc vien ngan hang,Kế toán doanh nghiệp,ke toan doanh nghiep,ke toan doanh nghiep
1953,Trường Đại học kinh tế kỹ thuật công nghiệp hà nội,dai hoc kinh te ky thuat cong nghiep ha noi,dai hoc kinh te ky thuat cong nghiep,kế toán,ke toan,ke toan
1954,đại học sư phạm tphcm,dai hoc su pham hcm,dai hoc su pham hcm,ngoại ngữ,ngoai ngu,ngoai ngu
1955,cao đẳng kinh tế kỹ thuật phú lâm,cao dang kinh te ky thuat phu lam,cao dang kinh te ky thuat phu tho,công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
1956,Học viện Tài chính,hoc vien tai chinh,hoc vien tai chinh,Tài chính doanh nghiệp,tai chinh doanh nghiep,tai chinh doanh nghiep
1957,ngân hàng,ngan hang,hoc vien ngan hang,tài chính ngân hàng,tai chinh ngan hang,tai chinh ngan hang
1958,Đại học FPT,dai hoc fpt,dai hoc fpt,Kĩ thuật phần mềm,ki thuat phan mem,ky thuat phan mem
1959,tôt nghiệp câp 3,tot nghiep cap 3,CannotFound,nhân viên,nhan vien,nhan vien
1960,Đại học Công Đoàn,dai hoc cong doan,dai hoc cong doan,Tài chính ngân hàng,tai chinh ngan hang,tai chinh ngan hang
1961,học viện ngân hàng,hoc vien ngan hang,hoc vien ngan hang,kế toán doanh nghiệp,ke toan doanh nghiep,ke toan doanh nghiep
1962,đại học công nghiệp hà nội,dai hoc cong nghiep ha noi,dai hoc cong nghiep ha noi,công nghệ hóa,cong nghe hoa,cong nghe hoa
1963,Ton Duc Thang University,ton duc thang university,dai hoc ton duc thang,"Quản lý du lịch, khách sạn & nhà hàng",quan ly du lich khach san nha hang,quan tri du lich khach san
1964,Raffles Business Institute,raffles business institute,CannotFound,Hospitality Management,hospitality management,quan ly benh vien
1965,Đại học khoa học xã hội & nhân văn,dai hoc khoa hoc xa hoi nhan van,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,Ngữ Văn Đức,ngu van duc,ngu van duc
1966,ĐẠI HỌC KINH TẾ TÀI CHÍNH ,dai hoc kinh te tai chinh,dai hoc kinh te tai chinh hcm,kế toán ,ke toan,ke toan
1967,Đại học kinh doanh và công nghệ Hà Nội,dai hoc kinh doanh cong nghe ha noi,dai hoc kinh doanh cong nghe ha noi,Tài chính - ngân hàng,tai chinh ngan hang,tai chinh ngan hang
1968,Đại học Lao động - Xã hội,dai hoc lao dong xa hoi,dai hoc lao dong xa hoi,Kế toán,ke toan,ke toan
1969,iuh,iuh,CannotFound,2013,2013,2013
1970,THPT Nguyễn Trung Trực,trung hoc pho thong nguyen trung truc,trung hoc pho thong nguyen trung truc,Chương trình học phổ thông,chuong trinh hoc pho thong,chuong trinh hoc pho thong
1971,trường đại học hutech,dai hoc hutech,dai hoc hutech,"ngôn ngữ anh, ngôn ngữ nhật",ngon ngu anh ngon ngu nhat,ngon ngu nhat
1972,Hutech University,hutech university,dai hoc hue,quản lý khách sạn ,quan ly khach san,quan tri khach san
1973,Học viện Quản lý Giáo dục,hoc vien quan ly giao duc,hoc vien quan ly giao duc,Quản lý giáo dục,quan ly giao duc,quan ly giao duc
1974,trường dh mở,dai hoc mo,dai hoc mo hcm,kế toán,ke toan,ke toan
1975,THPT Tây Thạnh,trung hoc pho thong tay thanh,trung hoc pho thong tay thanh,0,0,0
1976,Cao đẳng nghề Du lịch Sài Gòn,cao dang nghe du lich sai gon,cao dang nghe du lich sai gon,0,0,0
1977,Đại học Lao động - Xã hội,dai hoc lao dong xa hoi,dai hoc lao dong xa hoi,Kế toán,ke toan,ke toan
1978,Cao đẳng Du lịch nghề Sài Gòn,cao dang du lich nghe sai gon,cao dang nghe sai gon,0,0,0
1979,Đại học Tiền Giang,dai hoc tien giang,dai hoc tien giang,0,0,0
1980,THPT Trần Khai Nguyên,trung hoc pho thong tran khai nguyen,trung hoc pho thong tran khai nguyen,0,0,0
1981,Đại học sư phạm TP Hồ Chí Minh,dai hoc su pham hcm,dai hoc su pham hcm,Tiếng pháp,tieng phap,su pham tieng phap
1982,TRƯỜNG ĐH CN HÀ NỘI,dai hoc cong nghe ha noi,dai hoc cong nghiep ha noi,công nghệ kỹ thuật cơ khí,cong nghe ky thuat co khi,cong nghe ky thuat co khi
1983,ĐẠI HỌC BÁCH KHOA HÀ NỘI,dai hoc bach khoa ha noi,dai hoc bach khoa ha noi,Chế Tạo Máy,che tao may,cong nghe che tao may
1984,THPT Hồng Hà,trung hoc pho thong hong ha,trung hoc pho thong hong ha,0,0,0
1985,THPT Ông Ích Khiêm,trung hoc pho thong ong ich khiem,trung hoc pho thong ong ich khiem,0,0,0
1986,vũ đình liệu,vu dinh lieu,CannotFound,12,12,12
1987,Đại học Tài chính - Marketing,dai hoc tai chinh marketing,dai hoc tai chinh marketing,Quản lý và tổ chức sự kiện,quan ly to chuc su kien,quan ly to chuc su kien
1988,Đại học Công nghệ TP Hồ Chí Minh,dai hoc cong nghe hcm,dai hoc cong nghe hcm,0,0,0
1989,trường đại học khoa học xã hội và nhân văn,dai hoc khoa hoc xa hoi nhan van,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,Nhật Bản học,nhat ban hoc,nhat ban hoc
1990,THPT Đinh Chương Dương,trung hoc pho thong dinh chuong duong,trung hoc pho thong dinh chuong duong,0,0,0
1991,THPT Thọ Xuân 4,trung hoc pho thong tho xuan 4,trung hoc pho thong tho xuan 4,0,0,0
1992,THPT Thái Nguyên,trung hoc pho thong thai nguyen,trung hoc pho thong thai nguyen,0,0,0
1993,Đại Học Bách Khoa Đà Nẵng,dai hoc bach khoa da nang,dai hoc bach khoa da nang,Công Nghệ Hóa Học,cong nghe hoa hoc,cong nghe hoa hoc
1994,Cao đẳng Sư Phạm Hà Nội,cao dang su pham ha noi,cao dang su pham ha noi,Giáo dục Tiểu học,giao duc tieu hoc,giao duc tieu hoc
1995,Đại Học Công Nghiệp Hà Nội (HaUI),dai hoc cong nghiep ha noi,dai hoc cong nghiep ha noi,Điện,dien,ky thuat dien
1996,Trường Cao đẳng nghề Việt - Đức Hà Tĩnh,cao dang nghe viet duc ha tinh,cao dang nghe viet duc ha tinh,0,0,0
1997,THPT BÁN CÔNG ĐỐNG ĐA,trung hoc pho thong ban cong dong da,trung hoc pho thong ban cong dong da,12,12,12
1998,Trường Đại học Kinh tế tp. Hồ Chí Minh,dai hoc kinh te hcm,dai hoc kinh te hcm,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
1999,Trường Đại Học Khoa Học Tự Nhiên,dai hoc khoa hoc tu nhien,dai hoc khoa hoc tu nhien dai hoc quoc gia hcm,0,0,0
2000,Đại học Bách Khoa Hà Nội,dai hoc bach khoa ha noi,dai hoc bach khoa ha noi,Kỹ sư Chất lượng cao - Hệ thống thông tin và truyền thông,ky su chat luong cao he thong thong tin truyen thong,ky su chat luong cao he thong thong tin truyen thong
2001, FTMS Global,ftms global,CannotFound,Accounting & Finance ,accounting finance,accounting finance
2002,Truong day nghề  Quận 10 tphcm,day nghe quan 10 hcm,CannotFound,lai xe,lai xe,lai xe
2003,UH - ĐH Công Nghiệp TP.HCM,uh dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,0,0,0
2004,Đại Học Thương Mại,dai hoc thuong mai,dai hoc thuong mai,Kế toán tài chính,ke toan tai chinh,ke toan tai chinh
2005,Đại học Thương Mại,dai hoc thuong mai,dai hoc thuong mai,Kế toán,ke toan,ke toan
2006,trung cấp estih,trung cap estih,CannotFound,tin học quản lý,tin hoc quan ly,tin hoc quan ly
2007,đại học giao thông vận tải,dai hoc giao thong van tai,dai hoc giao thong van tai,công trình,cong trinh,cong trinh
2008,trường đại học ngoại ngữ hải phòng,dai hoc ngoai ngu hai phong,dai hoc ngoai ngu hai phong,tiếng trung,tieng trung,su pham tieng trung quoc
2009,Đại học Công nghiệp Thực phẩm Tp.HCM,dai hoc cong nghiep thuc pham hcm,dai hoc cong nghiep hcm,0,0,0
2010,Trường Đại học Lao động - Xã hội,dai hoc lao dong xa hoi,dai hoc lao dong xa hoi,0,0,0
2011,Trường Đại học Xây dựng,dai hoc xay dung,dai hoc xay dung ha noi,0,0,0
2012,Học viện Báo chí và Tuyên truyền,hoc vien bao chi tuyen truyen,hoc vien bao chi tuyen truyen,PR và Quảng Cáo,pr quang cao,quang cao
2013,Đại học Điện Lực Hà Nội,dai hoc dien luc ha noi,dai hoc dien luc,0,0,0
2014,Cao Đẳng Kinh Tế Đối Ngoại TP.HCM,cao dang kinh te doi ngoai hcm,cao dang kinh te doi ngoai,0,0,0
2015,Namdinh University of Technology Education,namdinh university of technology education,namdinh university of technology education,0,0,0
2016,Đại học Kinh Tế-Kỹ thuật Công nghiệp ( UNETI),dai hoc kinh te ky thuat cong nghiep,dai hoc kinh te ky thuat cong nghiep,0,0,0
2017,Hanoi University of Science and Technology,hanoi university of science and technology,dai hoc khoa hoc cong nghe ha noi,0,0,0
2018,đại nam university,dai nam university,dai hoc dai nam,xây dựng,xay dung,quan ly xay dung
2019,Đại học Tôn Đức Thắng,dai hoc ton duc thang,dai hoc ton duc thang,Xã hội học,xa hoi hoc,xa hoi hoc
2020,thpt cờ đỏ,trung hoc pho thong co do,trung hoc pho thong co do,"học khối a, b",hoc khoi a b,hoc khoi a b
2021,Đại Học Công Nghệ Sài Gòn,dai hoc cong nghe sai gon,dai hoc cong nghe sai gon,xây dựng,xay dung,quan ly xay dung
2022,Đại học Kinh tế kỹ thuật Công nghiệp ,dai hoc kinh te ky thuat cong nghiep,dai hoc kinh te ky thuat cong nghiep,Kế toán,ke toan,ke toan
2023,học viện bưu chính viễn thông,hoc vien buu chinh vien thong,hoc vien cong nghe buu chinh vien thong,Công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
2024,Đại Học Dân Lập Phương Đông Hà Nội,dai hoc dan lap phuong dong ha noi,dai hoc dan lap phuong dong ha noi,0,0,0
2025,đại học lạc hồng ,dai hoc lac hong,dai hoc lac hong,tự động hoá ,tu dong hoa,tu dong hoa
2026,Trường THPT Võ Thị Sáu,trung hoc pho thong vo thi sau,trung hoc pho thong vo thi sau,0,0,0
2027,Trường THPT Võ Thị Sáu,trung hoc pho thong vo thi sau,trung hoc pho thong vo thi sau,0,0,0
2028,THPT Nam Ky Khoi Nghia ,trung hoc pho thong nam ky khoi nghia,trung hoc pho thong nam ky khoi nghia,0,0,0
2029,THPT Nam Ky Khoi Nghia ,trung hoc pho thong nam ky khoi nghia,trung hoc pho thong nam ky khoi nghia,0,0,0
2030,ITC,itc,CannotFound,Kế Toán,ke toan,ke toan
2031,Đại học Sư phạm Hà Nội,dai hoc su pham ha noi,dai hoc su pham ha noi,Hóa hữu cơ,hoa huu co,hoa huu co
2032,Đại học Công nghệ Tp HCM,dai hoc cong nghe hcm,dai hoc cong nghe hcm,Civil engineering,civil engineering,civil engineering
2033,Trường Trung Cấp Kỹ thuật Nông nghiệp Tp HCM,trung cap ky thuat nong nghiep hcm,CannotFound,Chăn nuôi thú y,chan nuoi thu y,chan nuoi
2034,Trường Trung Cấp Kỹ thuật Nông nghiệp Tp HCM,trung cap ky thuat nong nghiep hcm,CannotFound,Chăn nuôi thú y,chan nuoi thu y,chan nuoi
2035,ĐHKH HUẾ,dai hoc kh hue,dai hoc hue,Chuyên ngành KHMT - CNTT,chuyen nganh khmt cong nghe thong tin,cong nghe thong tin
2036,kinh Tế Quốc Dân,kinh te quoc dan,dai hoc kinh te quoc dan,Quản Trị Kinh Doanh,quan tri kinh doanh,quan tri kinh doanh
2037,kinh tế Quốc Dân Hà Nội,kinh te quoc dan ha noi,CannotFound,Kiểm toán - kế toán,kiem toan ke toan,kiem toan
2038,THPT Nguyễn Chí Thanh,trung hoc pho thong nguyen chi thanh,trung hoc pho thong nguyen chi thanh,học phổ thông,hoc pho thong,hoc pho thong
2039,Đại học Kinh tế Quốc dân,dai hoc kinh te quoc dan,dai hoc kinh te quoc dan,Tài chính ngân hàng,tai chinh ngan hang,tai chinh ngan hang
2040,Trường đại học kỹ thuật y dược Đà Nẵng,dai hoc ky thuat y duoc da nang,dai hoc ky thuat y duoc da nang,xét nghiệm y học,xet nghiem y hoc,ky thuat xet nghiem y hoc
2041,Đại học Nguyễn Tất Thành,dai hoc nguyen tat thanh,dai hoc nguyen tat thanh,Dược sĩ,duoc si,duoc si
2042,Cao đẳng Kinh Tế Đối Ngoại,cao dang kinh te doi ngoai,cao dang kinh te doi ngoai,xuất nhập khẩu,xuat nhap khau,xuat nhap khau
2043,Đại Học Trà Vinh,dai hoc tra vinh,dai hoc tra vinh,QTKD,qtkd,qtkd
2044,Đại Học Trà Vinh,dai hoc tra vinh,dai hoc tra vinh,QTKD,qtkd,qtkd
2045,Đại Học Ngoại Thương Hà Nội cơ sở 2 Thành phố Hồ chí minh,dai hoc ngoai thuong ha noi co so 2 hcm,dai hoc ngoai thuong,kinh tế đối ngoại,kinh te doi ngoai,kinh te
2046,Cao đẳng du lịch Sài Gòn,cao dang du lich sai gon,cao dang nghe du lich sai gon,hướng dẫn viên du lịch,huong dan vien du lich,huong dan vien du lich
2047,Open University Malaysia,open university malaysia,open university malaysia,MBA,mba,mba
2048,Đại Học Bách Khoa TP Hồ Chí Minh,dai hoc bach khoa hcm,dai hoc bach khoa hcm,KTMT,ktmt,ktmt
2049,Đại Học Công Nghệ TPHCM,dai hoc cong nghe hcm,dai hoc cong nghe hcm,Thiết kế Đồ hoạ,thiet ke do hoa,thiet ke do hoa
2050,Đại Học Bách Khoa TP Hồ Chí Minh,dai hoc bach khoa hcm,dai hoc bach khoa hcm,KTMT,ktmt,ktmt
2051,Đại Học Thành Đô,dai hoc thanh do,dai hoc thanh do,Công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
2052,Đại học Hoa Sen,dai hoc hoa sen,dai hoc hoa sen,1,1,1
2053,ĐH Ngoại Ngữ và Tin Học,dai hoc ngoai ngu tin hoc,dai hoc ngoai ngu tin hoc hcm,0,0,0
2054,toi da hoc va lam viec tai truong cong nhan ky thuat Bach Dang .Hai Phong,toi da hoc lam viec tai truong cong nhan ky thuat bach dang hai phong,CannotFound,co khi che tao may va chuyen nganh tau thuy,co khi che tao may chuyen nganh tau thuy,chuyen nganh
2055,Đại Học Ngoại Thương,dai hoc ngoai thuong,dai hoc ngoai thuong,1,1,1
2056,Đại học Ngân Hàng,dai hoc ngan hang,dai hoc ngan hang hcm,1,1,1
2057,Đại Học Bách Khoa TP HCM,dai hoc bach khoa hcm,dai hoc bach khoa hcm,1,1,1
2058,đại học công nghiệp thực phẩm,dai hoc cong nghiep thuc pham,dai hoc cong nghiep hcm,tài chính doanh nghiệp,tai chinh doanh nghiep,tai chinh doanh nghiep
2059,Trường Đại Học Kinh Tế TP Hồ Chí Minh,dai hoc kinh te hcm,dai hoc kinh te hcm,0,0,0
2060,Đại Học Công Nghiệp TP HCM,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,1,1,1
2061,Trường Đại học Khoa học Xã hội & Nhân văn ,dai hoc khoa hoc xa hoi nhan van,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,1,1,1
2062,Đại Học Mêkong,dai hoc mekong,dai hoc mekong,1,1,1
2063,Đại Học Bình Dương,dai hoc binh duong,dai hoc binh duong,1,1,1
2064,Đại học Khoa Học Xã Hội Và Nhân Văn HCM,dai hoc khoa hoc xa hoi nhan van hcm,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,1,1,1
